trade_id,year,region1,region2,industry1,industry2,amount,total_level,factor_count,unique_factors,air_emissions,employment,material,water,CO2_total,Water_total,Employment_total,impact_intensity
703,2022,CN,CN,BASIC,CHEM1,1832.42,2942129792784066.5,6.0,6.0,2942129596417947.5,58062313.755,0.0,138303805.472,2835768595695445.0,138303805.472,58062313.755,1605597948496.56
12251,2022,CN,CN,RUBBE,PAPER,11119.86,2904534674780011.0,3.0,3.0,2904534349399188.5,325380822.455,0.0,0.0,2904534349399188.5,0.0,325380822.455,261202449921.1331
1678,2022,CN,CN,CERAM,CERAM,32389.98,2882726505267921.0,1.0,1.0,2882726505267921.0,0.0,0.0,0.0,2882726505267921.0,0.0,0.0,89000564534.7086
3502,2022,CN,CN,ELEC1,MACHI,554.4,2878646123804865.0,2.0,2.0,2878646027735329.0,0.0,0.0,96069536.225,2878646027735329.0,96069536.225,0.0,5192363138176.164
3532,2022,CN,CN,ELEC1,POULT,546.92,2839782598571772.5,2.0,2.0,2839782503799235.0,0.0,0.0,94772537.329,2839782503799235.0,94772537.329,0.0,5192318069501.522
2822,2022,CN,CN,CRUDE,KEROS,30625.38,2815180958469046.0,2.0,2.0,2815174578938467.0,0.0,6379530578.975,0.0,2815174578938467.0,0.0,0.0,91923135597.63327
3493,2022,CN,CN,ELEC1,INSUR,539.73,2802481401273801.5,2.0,2.0,2802481307746123.0,0.0,0.0,93527678.263,2802481307746123.0,93527678.263,0.0,5192376561009.767
3500,2022,CN,CN,ELEC1,LIQUE,531.26,2758460604698614.0,2.0,2.0,2758460512640049.0,0.0,0.0,92058564.892,2758460512640049.0,92058564.892,0.0,5192298694986.662
5558,2022,CN,CN,FURNI,ELECT,13414.02,2711386029461995.0,1.0,1.0,2711386029461995.0,0.0,0.0,0.0,2711386029461995.0,0.0,0.0,202130757928.04803
7159,2022,CN,CN,LANDT,RUBBE,16532.51,2665750797369781.0,2.0,2.0,2665750425023244.5,372346537.097,0.0,0.0,2665750425023244.5,0.0,372346537.097,161242956899.45334
8442,2022,CN,CN,MOTOR,MOTOR,31886.4,2660172825196829.0,1.0,1.0,2660172825196829.0,0.0,0.0,0.0,2660172825196829.0,0.0,0.0,83426565093.48277
9990,2022,CN,CN,PFERT,CEREA,15050.27,2655634446249648.5,1.0,1.0,2655634446249648.5,0.0,0.0,0.0,2655634446249648.5,0.0,0.0,176450950464.65268
3540,2022,CN,CN,ELEC1,RADIO,511.03,2653442638845667.0,2.0,2.0,2653442550291884.0,0.0,0.0,88553782.838,2653442550291884.0,88553782.838,0.0,5192342208570.274
12297,2022,CN,CN,RUBBE,WHOLE,9877.62,2580059195057813.5,3.0,3.0,2580058906026393.0,289031420.475,0.0,0.0,2580058906026393.0,0.0,289031420.475,261202515895.3081
2825,2022,CN,CN,CRUDE,LIQUE,27942.72,2568582579088820.5,2.0,2.0,2568576758379122.0,0.0,5820709698.474,0.0,2568576758379122.0,0.0,0.0,91923140592.21222
7149,2022,CN,CN,LANDT,RADIO,15743.02,2538451550756110.0,2.0,2.0,2538451196190467.5,354565642.612,0.0,0.0,2538451196190467.5,0.0,354565642.612,161242985828.39316
