trade_id,year,region1,region2,industry1,industry2,amount
51006,2019,MX,KR,CRUDE,REFI1,145.97
67293,2019,US,KR,CHEM1,CONST,145.91
45739,2019,JP,KR,CHEM1,RADIO,145.81
77779,2019,WA,KR,WEARI,TRANS,144.49
74434,2019,WA,KR,MEATC,HOTEL,144.46
79209,2019,WF,KR,CRUDE,MOTOR,144.26
73450,2019,WA,KR,HEALT,HEALT,144.16
83094,2019,WM,KR,BASIC,CONST,143.95
70333,2019,US,KR,RUBBE,RUBBE,143.77
67545,2019,US,KR,CRUDE,KERO1,143.75
41383,2019,IN,KR,LEAD1,LEAD1,143.15
79210,2019,WF,KR,CRUDE,NAPHT,142.61
84742,2019,WM,KR,MOTOR,COPP1,141.83
45710,2019,JP,KR,CHEM1,MOTO1,141.29
55202,2019,NO,KR,FISHF,FISH5,141.13
35922,2019,ID,KR,BASIC,FABRI,140.60
13322,2019,CN,KR,OILSE,FURNI,140.38
14037,2019,CN,KR,RADIO,LEATH,140.32
11582,2019,CN,KR,FISH5,FISH5,139.86
67401,2019,US,KR,CHEM1,TRANS,139.69
55366,2019,NO,KR,MACHI,MACHI,139.18
72281,2019,WA,KR,CRUDE,LIQUE,139.03
74906,2019,WA,KR,NATU1,GASDI,138.35
48713,2019,JP,KR,RUBBE,MACHI,137.58
44657,2019,IT,KR,TEXTI,TEXTI,137.53
48929,2019,JP,KR,SEACO,SUPPO,136.52
10788,2019,CN,KR,CEMEN,CEMEN,136.36
72693,2019,WA,KR,FINAN,BASIC,136.16
18126,2019,DE,KR,MACHI,OFFIC,135.45
11012,2019,CN,KR,CHEM1,MACHI,133.03
19708,2019,DE,KR,SEACO,WHOLE,132.98
84186,2019,WM,KR,HEAVY,GASDI,132.66
14365,2019,CN,KR,TEXTI,TRANS,131.82
68649,2019,US,KR,LIQUE,COKE1,131.58
78038,2019,WA,KR,WOODW,TRANS,131.38
13574,2019,CN,KR,PFERT,COPP1,131.32
46983,2019,JP,KR,HEAVY,GASDI,131.29
10935,2019,CN,KR,CHEM1,ALUM1,131.12
12489,2019,CN,KR,LEATH,RETA1,130.81
14577,2019,CN,KR,WEARI,HEALT,130.41
10995,2019,CN,KR,CHEM1,GLASS,130.21
27848,2019,FR,KR,NUCLE,PLAST,129.07
11317,2019,CN,KR,ELECT,DISTR,128.76
75844,2019,WA,KR,PUBLI,BLAST,128.13
12186,2019,CN,KR,HEAVY,GASDI,127.96
12752,2019,CN,KR,MEDIC,HEALT,127.94
31417,2019,GB,KR,MACHI,TRANS,127.83
13983,2019,CN,KR,RADIO,ALUM1,127.45
72564,2019,WA,KR,FABRI,BASIC,127.22
72747,2019,WA,KR,FINAN,INSUR,126.84
18048,2019,DE,KR,MACHI,BASIC,126.79
49065,2019,JP,KR,TEXTI,TEXTI,126.41
51557,2019,MX,KR,MOTO1,MOTO1,126.28
59700,2019,RU,KR,ANTHR,BASIC,126.07
67768,2019,US,KR,ETHAN,NONF1,126.00
74879,2019,WA,KR,NATU1,CHEM1,125.66
3142,2019,AU,KR,NONF1,LEAD1,125.48
69505,2019,US,KR,OILSE,FOOD5,125.10
75242,2019,WA,KR,OFFIC,WHOLE,124.72
68577,2019,US,KR,LEATH,LEATH,124.39
67807,2019,US,KR,FABRI,CONST,124.03
43800,2019,IT,KR,MOTO1,MOTO1,123.93
70215,2019,US,KR,PULP5,TRAN2,123.90
11022,2019,CN,KR,CHEM1,NAPHT,123.58
